Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,Lower middle income,LMC,4.48600463519849,..,..,..,..,7.61226864431175,..,..,..,..,3.60902216869199,..,3.92994382557708,..,..,..,..,..,6.31555131267582,5.72629253228583,..,..
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,Middle East & North Africa,MEA,..,..,..,..,10.0977483986749,..,8.86597850023519,8.20789518123951,8.08043462619925,8.23365389703437,7.90876775062327,..,9.5155566935332,8.35849044422215,9.23904655197812,8.34172952660952,7.83600050935294,8.27807855587674,..,..,..,..
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,Middle East & North Africa (excluding high income),MNA,..,..,9.72022680735193,..,10.1030214512798,9.63718821501585,8.94623622813161,8.38202132321219,8.40325887629568,8.41807570033543,8.71008958788041,..,9.8146567291655,9.44361032294094,9.62636961135859,9.73914287062869,9.64024215586536,9.99408359180068,..,..,..,..
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,9.51629201728089,..,9.96228566047035,9.51809336003674,8.83403109768999,8.28320093858674,8.24580736172495,8.30798752041822,8.5894326332879,..,9.73346885674728,9.33961545391269,9.52903466886083,9.60582870808729,9.5135587585972,9.84102097511759,..,..,..,..
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,North America,NAC,4.20375222054411,5.07450215322289,6.15486772682109,6.44317543631451,5.830920036524,5.27074075725033,4.81540374987493,4.90082586758439,6.14903542563079,10.2113322250816,10.3371102278022,9.21964104455907,8.17552914932343,7.62495911697212,6.38075130522636,5.59548460448397,5.23433359820141,4.65663461676535,4.18623550674084,3.97219626501308,7.98909422322633,5.71610174480841
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,OECD members,OED,6.21112392107017,6.24230746666582,6.85164740089858,6.99876757942224,6.81406966297047,6.48016803938039,5.83033521281746,5.51412576818627,5.96823822471428,8.48895748464967,8.56259248981916,7.96332253359322,7.87002988395224,7.80962846213131,7.23708698181225,6.69770163377057,6.2710502696571,5.69851340745902,5.28301928505958,5.25243791958761,7.01208105205166,6.06941635579904
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,Post-demographic dividend,PST,5.69789301478903,5.76088522162554,6.25667193693147,6.45622460970773,6.32406628290505,6.00475481782371,5.64454358057136,5.27532174522695,5.74391242476758,8.42685863429924,8.64683996702898,8.05910544635316,8.06799619361457,8.02358609845156,7.41780034927393,6.8459774315798,6.42049327848243,5.81839346469395,5.28266605755916,4.93892074145009,6.73173348459521,5.81678012859068
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,South Asia,SAS,3.20224898334374,..,..,..,..,7.78258761897019,..,..,..,..,2.65425030277395,..,3.01729398458376,..,..,..,..,..,7.11126881986836,6.32483509373948,..,..
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,South Asia (IDA & IBRD),TSA,3.20224898334374,..,..,..,..,7.78258761897019,..,..,..,..,2.65425030277395,..,3.01729398458376,..,..,..,..,..,7.11126881986836,6.32483509373948,..,..
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,2.19000005722046,..,..,..,3.32999992370605,..,10.1099996566772,..,..,14.0299997329712,..,..,16.7700004577637,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Albania,ALB,19.2999992370605,19.8999996185303,4.98000001907349,18.2000007629395,17.5,7.07000017166138,16.7999992370605,16.4300003051758,13.7200002670288,15.6400003433228,15.8400001525879,13.75,11.4899997711182,13.4399995803833,15.5200004577637,17.1200008392334,14.4700002670288,12.5,11.8800001144409,11.3199996948242,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Algeria,DZA,29.7199993133545,..,..,25.4400005340576,18.1900005340576,..,..,..,..,18.1000003814697,19.1000003814697,..,16.9899997711182,16.2999992370605,15.5799999237061,16.5699996948242,18.25,20.6200008392334,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,American Samoa,ASM,6.01000022888184,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Angola,AGO,..,..,..,..,26.1299991607666,..,..,..,..,2.8199999332428,10.8699998855591,7.71000003814697,..,..,9.10000038146973,..,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Antigua and Barbuda,ATG,..,8.77999973297119,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Argentina,ARG,16.3799991607666,17.1900005340576,18.8299999237061,17.4799995422363,15.7399997711182,13.5200004577637,12.3400001525879,..,9.68000030517578,9.82999992370605,9.17000007629395,8.48999977111816,8.78999996185303,8.46000003814697,8.35999965667725,..,..,9.44999980926514,10.5100002288818,10.6899995803833,12.3599996566772,9.82999992370605
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Armenia,ARM,..,..,..,..,..,..,..,9.77000045776367,25.8600006103516,19.6700000762939,21.2299995422363,19.6100006103516,18.1499996185303,18.0699996948242,19.3799991607666,19.2299995422363,17.4899997711182,17.4799995422363,11.4300003051758,10.3699998855591,9.57999992370605,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Aruba,ABW,7.44000005722046,7.40000009536743,..,..,..,..,..,6.53000020980835,..,..,10.4300003051758,7.80000019073486,..,..,..,..,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Australia,AUS,6.05999994277954,6.44999980926514,6.15999984741211,5.98000001907349,5.53999996185303,5.21999979019165,4.92000007629395,4.78000020980835,4.57000017166138,5.40000009536743,5.38000011444092,5.30000019073486,5.32999992370605,5.6100001335144,6.17000007629395,6.07000017166138,5.78000020980835,5.67000007629395,5.32000017166138,5.09999990463257,6.34999990463257,5.01000022888184
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Austria,AUT,4.59000015258789,4.13000011444092,4.53000020980835,4.34000015258789,6.19000005722046,5.8899998664856,5.65000009536743,5.32999992370605,4.44999980926514,5.13000011444092,4.67999982833862,4.6399998664856,4.82999992370605,5.32999992370605,5.42999982833862,5.36999988555908,5.59000015258789,5.09999990463257,4.73000001907349,4.42000007629395,5.01999998092651,6.40000009536743
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Azerbaijan,AZE,12.7299995422363,11.5299997329712,10.3800001144409,9.27000045776367,8.03999996185303,7.28000020980835,6.32999992370605,5.5,5.53999996185303,6.57999992370605,6.90999984741211,6.44999980926514,6.09000015258789,5.94999980926514,5.84000015258789,5.86999988555908,6,5.90000009536743,5.84000015258789,5.71000003814697,8.40999984741211,7.03000020980835
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,"Bahamas, The",BHS,..,7.01999998092651,..,11.8400001525879,..,11.1800003051758,8.02000045776367,9.06999969482422,9.25,14.039999961853,..,15.3100004196167,13.9700002670288,16.2600002288818,14.6000003814697,12.8999996185303,14.5,10.8999996185303,10,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,3.6800000667572,..,3.88000011444092,..,..,..,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Bangladesh,BGD,3.3199999332428,..,..,4.84999990463257,..,7.03000020980835,6.44000005722046,..,..,7.40000009536743,4.3600001335144,..,..,7.40999984741211,..,..,7.28999996185303,6.67999982833862,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Barbados,BRB,11.4700002670288,11.8100004196167,12.1400003433228,12.5500001907349,..,..,..,..,..,9.89000034332275,10.4700002670288,12.6300001144409,12.2700004577637,11.4300003051758,12.7799997329712,8.97000026702881,8.64999961853027,8.77999973297119,8.53999996185303,7.26999998092651,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Belarus,BLR,2.40000009536743,2.59999990463257,3.5,3.90000009536743,2.40000009536743,2,1.5,1.20000004768372,0.899999976158142,4.59999990463257,..,0.600000023841858,0.5,0.400000005960464,0.400000005960464,0.699999988079071,4.19000005722046,4.03999996185303,3.55999994277954,3.20000004768372,3.29999995231628,3.0699999332428
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Belgium,BEL,8.27999973297119,6.92000007629395,7.80000019073486,8,8.27999973297119,9.51000022888184,9.3100004196167,8.4399995803833,7.59999990463257,8.10999965667725,8.52000045776367,7.17999982833862,7.40999984741211,8.17000007629395,7.94000005722046,7.76999998092651,7.55999994277954,7.05000019073486,5.55999994277954,4.94000005722046,5.3600001335144,5.8600001335144
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Belize,BLZ,..,15.3699998855591,15.3100004196167,..,..,17.0599994659424,15.0900001525879,13.0100002288818,..,..,..,..,..,12.5900001525879,14.0200004577637,11.0699996948242,11.1400003433228,9.8100004196167,..,13.5799999237061,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Benin,BEN,..,..,0.430000007152557,..,..,..,..,..,..,..,1.13999998569489,2.85999989509583,..,..,..,..,..,..,1.73000001907349,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Bermuda,BMU,2.27999997138977,..,..,..,..,..,..,..,..,3.00999999046326,5.96999979019165,..,8.17000007629395,5.55999994277954,8.05000019073486,..,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Bhutan,BTN,..,3.20000004768372,..,..,3.33999991416931,3.29999995231628,3.80999994277954,..,..,5.34999990463257,3.97000002861023,4.53999996185303,2.20000004768372,3.70000004768372,3.49000000953674,3.15000009536743,..,..,4.15000009536743,3.25999999046326,5.96999979019165,6.05999994277954
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Bolivia,BOL,5.57999992370605,6.17000007629395,6.94000005722046,..,4.88000011444092,6.53999996185303,5.73999977111816,5.94999980926514,3.34999990463257,3.60999989509583,..,2.6800000667572,2.78999996185303,3,2.84999990463257,3.78999996185303,4.03000020980835,4.05000019073486,3.60999989509583,3.99000000953674,9.77999973297119,5.65000009536743
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Bosnia and Herzegovina,BIH,..,17.7999992370605,..,..,..,..,34.8600006103516,32.939998626709,26.7800006866455,25.6399993896484,29.9300003051758,29.9400005340576,30.6599998474121,29.0200004577637,31.1700000762939,30.6900005340576,30.0499992370605,23.1299991607666,20.3299999237061,18.7800006866455,18.5400009155273,18.1200008392334
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Botswana,BWA,17.25,22.1499996185303,..,26.2999992370605,..,..,19.9799995422363,..,..,19.6000003814697,21.4300003051758,..,..,..,..,..,..,..,..,21.8799991607666,22.5599994659424,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Brazil,BRA,..,13.6700000762939,13.6099996566772,14.1899995803833,13.25,13.8900003433228,12.6999998092651,12.4099998474121,11.1700000762939,12.5799999237061,..,10.3500003814697,9.22000026702881,8.96000003814697,8.3100004196167,10.289999961853,13.5799999237061,14.8599996566772,14.3900003433228,14.3199996948242,16.2199993133545,16.4099998474121
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.84000015258789,..,..,9.96000003814697,10.0699996948242,7.92000007629395,8.90999984741211,6.42000007629395
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Bulgaria,BGR,15.8199996948242,18.8600006103516,17.3600006103516,13.1899995803833,11.6199998855591,9.84000015258789,9.30000019073486,7.28999996185303,5.76000022888184,6.61999988555908,9.60999965667725,10.1099996566772,10.8400001525879,11.8400001525879,10.3999996185303,8.42000007629395,6.96999979019165,5.94999980926514,4.65000009536743,3.86999988555908,4.76999998092651,5.03000020980835
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,3.90000009536743,..,..,..,..,..,..,9.23999977111816,..,..,..,4.63000011444092,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Burundi,BDI,..,..,..,..,..,..,2.36999988555908,..,1.13999998569489,..,..,..,..,..,1.16999995708466,..,..,..,..,..,0.980000019073486,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.6299991607666,..,12.7600002288818,11.5500001907349,12.0699996948242,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Cambodia,KHM,3.10999989509583,2.30999994277954,..,..,7.3600001335144,..,..,1.19000005722046,0.860000014305115,0.560000002384186,0.790000021457672,0.479999989271164,1.12999999523163,0.519999980926514,0.689999997615814,0.46000000834465,0.850000023841858,0.170000001788139,..,0.519999980926514,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Cameroon,CMR,..,6.69999980926514,..,..,..,4.59999990463257,..,3.49000000953674,..,..,4.88000011444092,..,..,..,4.03000020980835,..,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Canada,CAN,6.69000005722046,6.8600001335144,7.11999988555908,7.15999984741211,6.84999990463257,6.46000003814697,6.09000015258789,5.65000009536743,5.65000009536743,7.01000022888184,7.23999977111816,7.01000022888184,6.82000017166138,6.59999990463257,6.3899998664856,6.28999996185303,6.23999977111816,5.84999990463257,5.48999977111816,5.25,9.39000034332275,7.21000003814697
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Cayman Islands,CYM,..,..,..,..,4.3899998664856,..,2.80999994277954,4.19999980926514,4.11999988555908,4.98999977111816,..,5.46999979019165,5.30999994277954,5.84000015258789,4.65000009536743,5.19999980926514,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.779999971389771,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Chile,CHL,12.4799995422363,11.9300003051758,11.8100004196167,12.0299997329712,13.0100002288818,12.2799997329712,11.7600002288818,10.8800001144409,12.1300001144409,13.4200000762939,9.89999961853027,8.82999992370605,8.11999988555908,7.15999984741211,7.1100001335144,7.13000011444092,7.25,7.44000005722046,7.96000003814697,8,11.1700000762939,9.5600004196167
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Colombia,COL,24.4699993133545,19.3999996185303,18.1200008392334,17.0699996948242,16.3999996185303,14.460000038147,..,13.1400003433228,13.4499998092651,14.5299997329712,14.1999998092651,13.1000003814697,12.6599998474121,11.6700000762939,11.0299997329712,10.8400001525879,11.210000038147,11.5100002288818,11.789999961853,12.75,19.0400009155273,18.1299991607666
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Comoros,COM,..,..,..,..,4.8899998664856,..,..,..,..,..,..,..,..,..,10.4399995803833,..,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,2.20000004768372,..,..,..,..,..,..,3.61999988555908,..,..,..,..,..,..,..,1.08000004291534,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,"Congo, Rep.",COG,..,..,..,..,..,21.0100002288818,..,..,..,17.0599994659424,..,..,10.8000001907349,..,..,..,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Costa Rica,CRI,6.65000009536743,7.3899998664856,7.76000022888184,8,8.30000019073486,9.34000015258789,8.36999988555908,6.78000020980835,5.88000011444092,9.60000038146973,9.05000019073486,11.9300003051758,10.8500003814697,9.75,10.5299997329712,10.3800001144409,10.1899995803833,9.76000022888184,11.460000038147,14.1400003433228,21.2900009155273,20.1599998474121
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..,7.32999992370605,5.1100001335144,..,..,2.33999991416931,3.86999988555908,..,3.00999999046326,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Croatia,HRV,17.3099994659424,17.8500003814697,17.2800006866455,15.6300001144409,15.2700004577637,13.8400001525879,12.6700000762939,11.3400001525879,10.3500003814697,10.710000038147,12.3100004196167,13.7200002670288,15.9799995422363,16.7600002288818,18.2700004577637,16.8999996185303,13.789999961853,11.9099998474121,9.34000015258789,7.15999984741211,7.57999992370605,8.02000045776367
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Cuba,CUB,8.26000022888184,5.76000022888184,4.63000011444092,3.40000009536743,2.21000003814697,2.21000003814697,2.22000002861023,1.87000000476837,1.97000002861023,1.99000000953674,2.71000003814697,3.50999999046326,3.61999988555908,3.54999995231628,3.09999990463257,2.59999990463257,2.20000004768372,1.60000002384186,1.79999995231628,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.3800001144409,..,20.3299999237061,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Cyprus,CYP,7.32999992370605,5.80999994277954,4.25,4.61999988555908,6.32000017166138,6.73999977111816,5.46000003814697,4.6100001335144,4.42000007629395,5.71000003814697,6.51000022888184,7.75,11.3299999237061,15.3900003433228,15.2700004577637,14.8900003433228,13.3800001144409,11.3500003814697,8.88000011444092,8.07999992370605,7.82000017166138,8
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Czechia,CZE,10.5699996948242,9.88000011444092,9.02999973297119,9.88000011444092,9.90999984741211,9.78999996185303,8.84000015258789,6.73000001907349,5.6100001335144,7.73000001907349,8.46000003814697,7.90000009536743,8.21000003814697,8.28999996185303,7.3899998664856,6.07999992370605,4.67000007629395,3.57999992370605,2.80999994277954,2.38000011444092,2.95000004768372,3.4300000667572
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Denmark,DNK,4.96999979019165,4.78000020980835,4.32000017166138,5.75,5.44000005722046,5.28000020980835,4.53000020980835,4.19999980926514,4.07000017166138,5.67000007629395,6.76000022888184,7.61999988555908,7.78999996185303,7.67000007629395,7.1399998664856,6.53000020980835,6.38000011444092,6.05000019073486,5.34999990463257,5.26999998092651,5.98000001907349,5.13000011444092
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.9000015258789,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Dominica,DMA,..,9.44999980926514,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Dominican Republic,DOM,10.6199998855591,11.2399997711182,10.1499996185303,10.0200004577637,9.98999977111816,9.71000003814697,8.85999965667725,7.55999994277954,7.36999988555908,7.8899998664856,7.03999996185303,8.35000038146973,9.21000003814697,10.5200004577637,9.6899995803833,10.8400001525879,10.6499996185303,8.06999969482422,9.02999973297119,9.27000045776367,8.9399995803833,12.2799997329712
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Ecuador,ECU,6.44000005722046,5.21000003814697,..,6.15999984741211,5.69999980926514,4.69999980926514,4.3600001335144,3.90000009536743,4.98000001907349,5.8600001335144,4.94999980926514,4.26999998092651,3.80999994277954,3.65000009536743,4.13000011444092,4.5,5.80999994277954,4.90000009536743,4.38000011444092,4.57999992370605,7.32000017166138,5.69000005722046
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,"Egypt, Arab Rep.",EGY,22.7299995422363,22.0599994659424,23.8099994659424,23.0900001525879,26.1900005340576,24.25,23.9400005340576,18.4200000762939,18.8799991607666,22.3799991607666,22.1100006103516,22.4400005340576,24.0100002288818,24.1700000762939,24,24.8099994659424,23.6399993896484,23.0699996948242,21.4400005340576,21.6700000762939,17.7199993133545,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,El Salvador,SLV,3.74000000953674,5.21999979019165,3.5,3.5,3.79999995231628,4.80000019073486,3.90000009536743,3.73000001907349,3.63000011444092,4.92999982833862,4.15999984741211,3.41000008583069,3.29999995231628,3.32999992370605,3.14000010490417,3.47000002861023,3.84999990463257,4,3.75,4.38000011444092,5.42000007629395,4.76000022888184
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Estonia,EST,11.6099996566772,13.2399997711182,8.68000030517578,10.3800001144409,8.82999992370605,6.90999984741211,5.59000015258789,3.75999999046326,5.1399998664856,10.3100004196167,14.1000003814697,11.5799999237061,9.10000038146973,8.15999984741211,6.80999994277954,6.13000011444092,6.07000017166138,5.30000019073486,5.32000017166138,4.84000015258789,6.61999988555908,5.55000019073486
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.4200000762939,..,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Ethiopia,ETH,..,..,..,..,..,3.25,..,..,..,..,..,..,..,2.94000005722046,..,..,..,..,..,..,..,5.26999998092651
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,Faroe Islands,FRO,..,..,..,..,..,4.21000003814697,1.86000001430511,2.14000010490417,1.12000000476837,3.85999989509583,8.02999973297119,5.73999977111816,3.23000001907349,4.84999990463257,..,..,..,..,..,..,..,..
